Carbatrol	Dilantin	797.5
Cardiomyopathy	Tylenol	417.25
Coccidioidomycosis	Histoplasmosis	1273
Leucovorin	Methotrexate	1111.25
Angina	Plavix	1294.75
Dyslipidemia	Atherosclerosis	1303.25
Rheumatism	null	833.5
Zofran	Ipecac_Syrup	990
Nystagmus	Urinary_incontinence	616.25
Emaciation	Carboplatin	708.75
Zovirax	Famvir	860.25
Insulin	Avandia	990.25
Cluttering	Mannerism	669
Nausea	Vomiting	1456.75
Ketonuria	Chyluria	704.75
Convulsion	Ethanol	1306.25
Parasitemia	Malaria	1277
Proteinuria	Diabetes	1439.5
Gastroenteritis	Cromolyn	776
Hypoproteinemia	Hunger	710.5
Insulin	GlucaGen	1261.5
Vomiting	Protonix	1306
Cataracts	Epilepsy	361
Cataracts	Wheezing	499.25
Methadone	Ultram	837.25
Diabetes	Psoriasis	787.5
Blanching	Pallor	1173.5
Thirsty	Lasix	1171.75
Photosensitization	Aphonia	441.25
Polyuria	Chyluria	964.75
Psoriasis	Meningism	470
Virilization	Drooling	663.75
Psoriasis	Arthritis	1168.75
Tuberculosis	Clubbed_thumb	865.75
Pancreatitis	Diabetes	1063.75
Coumadin	Vitamin_K	1441.25
Dementias	Psoriasis	582.25
Peritonitis	Facial_expression	804
Anemia	Iron	1469.25
Encephalitis	Meningism	1247
Exophthalmos	Hyperthyroidism	1470.5
Obesity	Diabetes	1417.25
Thromboembolism	Hemoptysis	778.25
Pneumonia	Ceftriaxone	1370.5
Cardura	Hytrin	906
Cataracts	Glucophage	573.75
Seizures	Carbatrol	998.5
Cardialgia	Nitroglycerine	1190
Cataracts	Insulin	463.75
Anemia	Reticulocytosis	1187
Convulsion	Carbatrol	1234.75
Garlic	Fish_oil	824
Dyslipidemia	Fish_oil	1355.5
Hemophilia	Hemoptysis	931.25
Nitroglycerine	Morphine	1126
Fibrillation	Angina	1248
Cefoxitin	Ceftriaxone	1295.5
Diabetes	Insulin	1485
Pallor	Aspirin	871.25
Earache	Crowning	253.25
Herpes	Cholestasis	525.75
Cardiomyopathy	Rogaine_(drug)	358.25
Asthenia	Weakness	1273
Endep	Prozac	770
Dyslipidemia	Cholestyramine	1261.5
Rabies	Acne	406.25
Plague_(disease)	Adenitis	753
Chyluria	null	816.25
Alcohol	Antabuse	1244
Codeine	Narcan	1209.75
Cardialgia	Lithobid	853.25
Coumadin	Aspirin	1352
Vancocin	Glucotrol	824.75
Myelosuppression	Chloramphenicol	1280
Cirrhosis	Hernia	664
Agranulocytosis	Leukopenia	1238
Flumazenil	Valium	959.5
Allergy	Heparin	1084.25
Coccidioses	Meningitis	948
Aneurysm	Osteoporosis	275.5
Osteoporosis	Thrombus	630.5
Sciatica	Actonel	473.5
Atherosclerosis	Ischemia	1170.5
Fibrillation	Thrombus	1285.75
Thrombocytopenia	Sciatica	443.5
Encephalitis	Meningitis	1325.75
null	Tremor	354
Albumin	Heparin	1011
Polyuria	Insulin	1085.5
Snoring	Stridor	610
Psoriasis	Coreg	353.5
Haemorrhoids	Infertility	282.25
Epilepsy	Phenobarbital	1135.25
Epilepsy	Alcohol	856.75
Snoring	Loperamide	699.75
Asthenia	Cachexia	815.5
Seizures	Wellbutrin	816.75
Pneumonia	Septicemia	1266.25
Exophthalmos	Hepatosplenomegaly	527.25
Hernias	Dementia	570.25
Synthroid	Lidocaine	365.25
Pneumonia	Dyspnea	1341.5
Bandemia	Meningism	1002.75
Glaucoma	Fibrillation	528.5
Seasickness	Carsickness	1233
Arthralgia	Club_foot	917.5
Acetylcysteine	Tylenol	1109
Thrombophilia	Thromboembolism	1139
Goiter	Motrin	427.25
Hemophilia	Glucotrol	418.75
null	null	1173
Dysuria	Plavix	415
null	Virilization	414.5
Aneurysm	Silvadene	540.25
Colchicine	Prednisolone	772.25
Hernia	Sinemet	462.5
Overnutrition	Seizures	488.5
Cataracts	Pancreatitis	473.5
Ethanol	Alcohol	1514.5
Hyperthyroidism	Seizures	1121
Folic_Acid	Epinephrine	899.25
Esmolol	Amiodarone	695.75
Infertility	Carboplatin	1134.75
Tremor	Sinemet	1150.25
Diabetes	Codeine	615.75
Coumadin	Aloe_Vera	277.25
Pancreatitis	Insulin	1054.75
Gastroenteritis	Insulin	668.25
Histoplasmosis	Prednisolone	789.5
Nail_clubbing	Dyspnea	1070
Hemiplegia	Plavix	651.25
Mycosis	Lipitor	595.25
Rheumatism	Colchicine	825.5
Dyspnea	Penicillin	664
Cirrhosis	Hematemesis	1040
Hemicrania	Headache	1210.5
Atherosclerosis	Heartburn	618.5
null	Fatigue_(medical)	1389
Cardiomyopathies	Syncope_(medicine)	794.75
null	Seizures	1285
Seasickness	Ethanol	897
Dyslipidemia	Iron	371.5
Thalassemia	Tremor	678.5
Convulsion	Wellbutrin	831
Angina	Levophed	474.5
Sandimmune	Prednisolone	601.75
Spasm	Sciatica	1068.25
Anovulation	Mittelschmerz	1006
Ischemia	Aloe_Vera	318.25
Bronchitis	Singulair	702.5
Lipitor	Lovastatin	1329.75
Pneumonia	Weakness	1265.75
Spasm	Lasix	325.75
Torticollis	Erythromycin	657.25
Dermatitis	Allergy	1258.25
Silvadene	Ketamine	752.5
Arteriosclerosis	Ischemia	1399.5
Hemochromatosis	Polyuria	635.5
Metatarsalgia	Toothache	787.25
Dehydration	Starvation	1163.75
Colitis	Epilepsy	362.75
Diabetes	Polydipsia	1459.5
Ketonuria	Starvation	1363.25
Coreg	Atacand	736.5
Banana_bag	Vitamin_B1	1347
Hypothyroidism	Weakness	1224.75
Thalassemia	Hemoglobinopathy	1218
Mycoses	Meningitis	812.25
Pallor	Iron	1382.75
Maculopapule	Macule	943
Heartburn	Motrin	1308.25
Aloe_Vera	Vicodin	399.75
Codeine	Robitussin	1119.75
Acetylcysteine	Adenosine	586.5
Cromolyn	Prednisolone	997.75
Ceftazidime	Ceftriaxone	1337.75
Pain	Morphine	1462.75
Narcan	Duragesic	737
Agranulocytosis	Myelosuppression	1230.25
Dysuria	Hemoptysis	593.5
Vasculitis	Hemiplegia	656.25
Sleeplessness	Dextran	475
Colchicine	Probenecid	1307.75
Cirrhosis	Anemia	1187
Starvation	Mittelschmerz	439.5
Cleocin	Rogaine_(drug)	716.25
Hepatitis	Tylenol	1378.75
Hernias	Earache	239
Arthralgia	Atacand	452.5
Goiter	Scleroderma	578.5
Ataxia	Ethanol	1387.25
Zoonosis	Babesiosis	1270.25
Pertussis	Leprosy	827.75
Rhonchi	Rales	1350.25
Angina	Epinephrine	622.75
Atherosclerosis	Angina	1357.75
Hepatitis	Hematemesis	1294.5
Narcan	Morphine	1189.25
null	null	726.75
Diarrhea	Colchicine	947.25
Myositis	Myopathy	1049.75
Bronchitis	Loperamide	582
Dysuria	Cipro	1061
Levaquin	Avelox	1110.75
Diabetes	Ketonuria	1394.75
Dehydration	Gastroenteritis	1427.75
Hyperacusis	Bleomycin	845.5
Chloramphenicol	Ceftriaxone	717.5
Cefaclor	Cefoxitin	1122.25
Erythromycin	Lidocaine	688
Catatonia	Lethargy	1107.75
Allergy	Heartburn	279.5
Polydipsia	Polyuria	1399.75
Cirrhosis	Lipitor	1142.75
Stridor	Snoring	676.25
Atenolol	Lasix	895.5
Prostatism	Cipro	815.5
Photophobia	Meningism	1319.25
Dehydration	Dysentery	1299.25
Enalapril	Lisinopril	1420.5
Reticulocytosis	Hematemesis	487
Uremia	Hypersomnolence	806
Myopathy	Trembling	756
Uremia	Lithobid	582
Ketonuria	Insulin	1243.5
Pyorrhea	Prostatism	867.5
Blastomycosis	Seizures	932
Candidiasis	null	807.5
Heparin	Protamine_sulfate	1344.75
Cardiomyopathy	Rales	1048.25
Mycosis	Pain	958.5
Proteinuria	Rogaine_(drug)	319.25
Angina	Dyspnea	1364
Bacteremia	Amaurosis	698.5
Dyslipidemia	Lipitor	1425.5
Uremia	Emaciation	517
Osteoporosis	Cardiomyopathy	326.25
Hyperemesis	Nausea	1368.75
Parasitemia	Cardialgia	764.5
Neuropathy	Insulin	1126.75
Heartburn	Water_brash	1151.75
Seasickness	Club_foot	299.5
Iron	Iron	1550.5
Cholelithiasis	Bronchitis	345
Keflex	Xenical	564.25
Brucellosis	Zoonosis	1214
Albuterol	Singulair	1165.5
Bacitracin	Vancocin	1028.75
Hyperinsulinism	Diabetes	1152
Haldol	Bacitracin	492.75
Atenolol	Metoprolol	1182.25
Starvation	Anorexia_nervosa	1427.75
Angina	Diarrhea	553.5
Sodium_bicarb	Nolvadex	857.5
Lasix	Mannitol	1093.5
Uremia	Pyorrhea	856.25
Urinary_incontinence	Lasix	779.75
Plavix	Foradil	749
Thromboembolism	Heparin	1380.25
Exophthalmos	Prostatism	411.25
Uremia	Aspirin	300
Sinemet	Griseofulvin	746
Allergy	Bacitracin	829.5
Hernia	Goiter	379.75
Dehydration	Syncope_(medicine)	1028.75
Pyorrhea	Snoring	305.75
Reticulocytosis	Coumadin	329.5
null	Polyuria	527.25
Arthritis	Rheumatism	1340
Sciatica	Fosamax	446.5
Deafness	Otitis	1072.5
Infertility	Anovulation	1452
Bronchitis	Serevent	916
Mycosis	Histoplasmosis	1272.5
Vivarin	Theophylline	787.25
null	Water_brash	681.5
Xenical	Glucophage	864.5
Cataracts	Diabetes	1043
Overnutrition	Malnutrition	1070.25
Convulsion	Epilepsy	1386.75
Cyanosis	Folic_Acid	420
Infertility	Blepharospasm	411.5
Neuropathy	Diabetes	1471.75
Erythromycin	Allopurinol	666.75
Heartburn	Protonix	1511
Pallor	Weakness	1389.75
Hyperextension	Gemfibrozil	732.75
Hypothyroidism	Synthroid	1473
Facial_expression	Hemiballismus	1044.25
Dextran	Amphetamine	597.5
Dysentery	Dizziness	1157
Exophthalmos	Synthroid	1261.75
Infertility	Anovulation	1399.5
Dizziness	Vertigo	1398.25
Dyslipidemia	Angina	1301.25
Giardiasis	Avitaminosis	718.25
Goiter	Hypothyroidism	1424
Paresis	Paraparesis	1253.25
Seizures	Aloe_Vera	392.5
Zoloft	Prozac	1350.5
Peritonitis	Ataxia	276.5
Actonel	Fosamax	850.25
Arthralgia	Chyluria	670
Nail_clubbing	Constipation	511.5
Plavix	Lipitor	1329.75
null	Pallor	752.25
Epinephrine	Levophed	727.25
Constipation	Diarrhea	1023.5
Leukopenia	Pneumonia	722
Angina	Metoprolol	1256
Cataracts	Narcan	249
Beconase	Cardizem	514.25
Psychomotor_agitation	Morphine	1115
Anosmia	Aphonia	1208.5
Drooling	Sinemet	943.5
Syncope_(medicine)	Weakness	1291.5
Vomiting	Heartburn	1298.25
Activase	Streptase	899.5
Atacand	Avapro	720.5
Acne	Ataxia	343.5
Catatonia	Narcan	753.5
Arthralgia	Tylenol	1277
Blepharospasm	Bedwetting	261
Photopsia	Headache	1168.5
Meningitis	Headache	1483.25
Glyburide	Avandia	1069.25
Atherosclerosis	Cardialgia	1179
Anosmia	null	431.25
Hyperemesis	Zofran	1456.5
Earache	Dysacusis	1111.5
Hyperemesis	Vomiting	1475.5
Thrombophilia	Hemoptysis	717.75
Heartburn	Eructation	560
Obesity	Xenical	978.75
Glucotrol	Motrin	601.25
Atherosclerosis	Influenza	416
null	Halitosis	505
Hepatomegaly	Hepatosplenomegaly	1370.5
Hypersomnolence	Snoring	1252.25
null	Cipro	1044.75
Flatulence	Halitosis	873
Urolithiasis	Amyloidosis	565.75
Zovirax	Paxil	604.75
Flush_(physiology)	Iron	673.75
Mittelschmerz	Aphonia	448.5
Hemochromatosis	Arthritis	857.25
Nail_clubbing	Vitamin_K	529.75
Mittelschmerz	Toothache	292.25
Thirsty	Hunger	1249
Sciatica	Motrin	1054.25
Bronchitis	Pneumonia	1066.5
Candidiasis	Medrol	774.75
Digoxin	Cardizem	1073.25
Xanax	Ativan	1034
Dyspnea	Medrol	919.5
Hypothyroidism	Coma	1033.75
Diabetes	Prednisolone	1099.5
Thromboembolism	Dermatitis	519.25
Pancreatitis	Flatulence	333
Epilepsy	Carbatrol	761
Nail_clubbing	Garlic	246.25
Rheumatism	Sleeplessness	379
Rheumatism	Prednisolone	720.5
Diabetes	Hyperglycemia	1279.25
Hemicrania	Nitroglycerine	664.5
Thromboembolism	Fibrillation	1148.5
Hemoptysis	Coumadin	987.75
Osteoporosis	Actonel	771
Angina	Activase	494.75
Dizziness	Fatigue_(medical)	1231.25
Ataxia	Constipation	543.25
Mycosis	Coccidioses	1185.75
Sciatica	null	823.75
Catapres	Metoprolol	884.5
Lisinopril	Altace	753.75
Appendicitis	Cefazolin	879.75
Ceftriaxone	Cefoxitin	1281.75
Hemicrania	Tylenol	544.5
Plavix	Coumadin	1322
Gastroenteritis	Dysentery	1409.75
Epilepsy	Hepatomegaly	747.75
Hypoproteinemia	Hunger	957.25
Dyspnea	Serevent	843.5
Prilosec	Glucophage	652
Pneumonia	Meningitis	773
Medrol	Prednisolone	1180.25
Ischemia	Lipitor	971.25
Metatarsalgia	Catapres	774.75
null	Nitroglycerine	732.25
Mycosis	Blastomycosis	1302.75
Nausea	Zofran	1479.25
Weakness	Zocor	726.25
Carboplatin	Cisplatin	1303
Neuropathy	Syphilis	1225.75
Syphilis	Penicillin	1310
Isosorbide	Metoprolol	1064.25
Doxycycline	Penicillin	1109.5
Uremia	Motrin	482
Rales	Cyanosis	839
Hyperextension	Hunger	489.5
Mittelschmerz	Actonel	448.25
Pancreatitis	Cataract	345.5
Pancreatitis	Maculopapule	318.25
Water_brash	null	360.25
Thromboembolism	Dyspnea	1325.5
Hepatitis	Hepatomegaly	1350
Hyperacusis	Aphonia	846.75
Thrombocytopenia	Heartburn	509.25
Appendicitis	Peritonitis	1263
Opisthotonus	Seizures	1058.5
Dobutamine	Oxycontin	522
Metatarsalgia	Colchicine	742
Plendil	Norvasc	528
Bandemia	Granulocytosis	1174.5
Levophed	Propofol	1121
Chills	Snoring	650.75
Camelpox	Echinacea	531
Overnutrition	Sandimmune	654.5
Leukopenia	Bleomycin	1036.5
Synthroid	null	1071.25
Atherosclerosis	null	546.25
Fibrillation	Synthroid	929.75
Pyorrhea	Zovirax	603.75
Albenza	Vermox	706.5
Thrombophilia	Coumadin	765.75
Atherosclerosis	Toothache	455
Clonus	Spasm	917
Pyorrhea	Nephritis	884.75
Dyspnea	Narcan	1064.5
Parasitemia	Medrol	864.75
Brucellosis	Narcan	297.5
Dysuria	null	903.75
Thalassemia	Iron	1199.25
Tuberculosis	Pallor	869.5
Nitroglycerine	Metoprolol	972.75
Allergy	Meningism	416.25
Hyperoxia	Xenical	564
Constipation	Cardizem	508
Candidiasis	Mycosis	1161.25
Zocor	Fish_oil	1119.75
Coma	null	1099.5
Angina	Cardialgia	1128.25
Deafness	Blepharospasm	438.75
Vasculitis	Convulsion	438.75
Syncope_(medicine)	Xanax	342.25
Gonorrhea	Xenical	404.75
Hyperoxia	Xenical	446
Schistosomiasis	Parasitemia	1303.75
Lipitor	Zocor	1436
Snoring	Welts	221
null	Ataxia	444.75
Coma	Cataracts	330.25
Wellbutrin	Endep	652.25
Anosmia	Constipation	391
Headache	Flush_(physiology)	1002.25
Bandemia	Nausea	685.25
Bleomycin	Antabuse	296.25
Avitaminosis	Starvation	770.75
Mycosis	Medrol	550
Polyarthritis	Arthralgia	1188.75
Cardiomyopathy	Angina	1287.25
Cirrhosis	Zocor	1092.75
Hunger	Starvation	1429.5
Hypothyroidism	Coma	1197.25
Hyperoxia	null	1059
Ischemia	Isosorbide	1363
Anovulation	Torticollis	460.75
Tuberculosis	Hemoptysis	1338.5
Fibrillation	Angina	1368.25
Hypothyroidism	Tiredness	1309.5
Syphilis	Dementias	1364
Drooling	Chills	465
Arthritis	null	482.75
Diabetes	Polyuria	1439.75
Hemoptysis	Hematemesis	1269.75
Pallor	Albumin	987.5
Syphilis	Gonorrhea	1432.5
Cataracts	null	460.75
Epilepsy	Ativan	469.25
Camelpox	Snoring	252.5
Adenitis	Stridor	680.5
Heartburn	Pepcid	1395.75
Pyorrhea	Dysuria	1064
Nail_clubbing	Spiriva	1027
Asthma	Urolithiasis	262.75
Thromboembolism	Coumadin	1353
Fibrillation	Halitosis	293
Glomerulosclerosis	Proteinuria	1061
Nocturia	Diabetes	1349.75
Seizures	Calamine	658.5
null	Metatarsalgia	833.75
Allopurinol	Colchicine	1406.5
Hemochromatosis	Arthralgia	899.25
Amantadine	Tamiflu	1274.75
Meningitis	Ceftriaxone	1295.5
Pneumonia	Cyanosis	1078.75
Thromboembolism	Syncope_(medicine)	1226.75
Cluttering	Nitroglycerine	311
Tremor	Sinemet	1224.5
Epilepsy	Anosmia	515.25
Lymphadenitis	Camelpox	612
Agitation	Synthroid	943.75
Anovulation	Emaciation	535.25
Erythema	Dilantin	516.25
Dehydration	Candidiasis	570.25
Rales	Hyperacusis	409.5
Cortisone	Adenosine	409.75
Headache	Tylenol	1423.75
Arthritis	Metatarsalgia	1254
Erythema	Tremor	528
Obesity	Snoring	1439.75
Dyspnea	Cyanosis	1414.75
Allergy	Torticollis	252.25
Uremia	Nausea	974.5
Prostatism	null	1023
null	Vomiting	525.75
Gastroenteritis	Seizures	785
Coma	Hyperglycemia	1313.5
Weakness	Emaciation	1341.25
Thirsty	Hunger	1315.75
Anemia	Iron	1375.5
Angina	Heartburn	1139
Dyspnea	Spiriva	1146.75
Dyslipidemia	Activase	615.75
Hyperinsulinism	Snoring	444
Leukopenia	Penicillin	640.25
Meningitis	Meningism	1225.5
Weakness	GlucaGen	799
Constipation	Verapamil	662.5
Fibrillation	Atenolol	1191.5
Dyslipidemia	Hyperlipidemia	1354.25
Wheezing	Stridor	1309
Water_brash	Vomiting	1179
Pallor	Blanching	1248
Hemoptysis	Protamine_sulfate	798
Rales	Lasix	1379.5
Anemia	Coumadin	926.5
Formication	Paresthesia	641.75
Actonel	Insulin	1017.5
Sinemet	Sinemet	1575
Dermatitis	Aloe_Vera	1286.25
Coccidioses	Medrol	831.25
Blepharospasm	Mittelschmerz	588
Tiredness	Hypersomnolence	1363.5
Polyuria	Ketonuria	1433.25
Toothache	Ataxia	268
Mannitol	Tylenol	241.5
Otitis	Meningism	848
Clonus	Wellbutrin	752
Ataxia	Ketamine	488.5
Penicillin	Motrin	358.25
Fish_oil	Zocor	1276.5
Nocturia	Ethanol	679.5
Mycosis	Prostatism	555.75
Dementia	Aloe_Vera	215.5
Dysentery	Esmolol	257
Plague_(disease)	Vivarin	637
Rabies	Silvadene	555.25
Banana_bag	Alcohol	1315.5
Influenza	Pneumonia	1354
Rabies	null	585
Giardiasis	Mannerism	226.75
Psoriasis	Atherosclerosis	321.75
Propranolol	Bactroban	500
Toothache	Hytrin	518.75
Dermatomyositis	Myopathy	1255.25
Starvation	Cisplatin	788.25
Anovulation	Amenorrhoea	1332
Camelpox	Water_brash	460.75
Agranulocytosis	Anemia	1359.5
Torticollis	Spasm	1377.5
Tiredness	Verapamil	603.75
Calamine	Bleomycin	593.25
Hemochromatosis	Vermox	638.75
Anovulation	Sinemet	619.75
Hyperextension	Bacitracin	474.25
Albuterol	Serevent	1104
Arthritis	Amyloidoses	1127.25
Cyanosis	Epinephrine	710.25
Pepcid	Zantac	1351
Verapamil	Echinacea	829.5
Epilepsy	Ischemia	477.5
Carsickness	Nausea	1463
Zoonosis	Plague_(disease)	1135
Meningism	Zovirax	989.5
Miscarriage	Listeriosis	1005.25
Epilepsy	Actonel	818.5
