Glaucoma	Fibrillation	279
Carbatrol	Dilantin	370.5
Cardiomyopathy	Tylenol	241
Herpes	Hyperthyroidism	142.5
Seasickness	Nausea	870.75
Coccidioidomycosis	Histoplasmosis	981.25
Angina	Plavix	673.75
Zofran	Ipecac_Syrup	294.25
Seizures	Insulin	332.75
Septicemia	Dyspnea	434.5
Nystagmus	Incontinence	365.75
Seasickness	Ethanol	465
Earache	Hyperacusis	760.25
Plague	Cholestyramine	255.25
Zovirax	Famvir	1052
Nausea	Vomiting	1039.25
Ketonuria	Chyluria	334.5
Convulsion	Ethanol	835.25
Parasitemia	Malaria	1239.25
Proteinuria	Diabetes	1047
Gastroenteritis	Cromolyn	391
Hypoproteinemia	Hunger	519.75
Spiriva	Serevent	1118.5
Ketonuria	Folic_Acid	383
Insulin	Glucagen	448.75
Cataracts	Wheezing	217.25
Methadone	Ultram	663.5
Diabetes	Psoriasis	412
Blanching	Pallor	1180.75
Thirsty	Lasix	935.25
Photosensitization	Aphonia	284.25
Polyuria	Chyluria	189.5
Psoriasis	Meningism	222.25
Virilism	Drooling	543
Comatose	Hepatitis	565
Sleeplessness	Agitation	882.5
Neuropathy	Glucophage	487.75
Psoriasis	Arthritis	1148.75
Tuberculosis	Clubbing	631.25
Obesity	Diabetes	1142.25
Thromboembolism	Hemoptysis	852
Pneumoniae	Ceftiaxone	867.25
Cardura	Hytrin	716.25
Cataracts	Glucophage	272.75
Cirrhosis	Banana_Bag	523
Seizures	Carbatrol	798
Cataracts	Insulin	391
Anemia	Reticulocytosis	897
Convulsion	Carbatrol	844
Osteoporosis	Prednisolone	755
Seizures	Dilantin	1001.75
Garlic	Fish_Oil	933.75
Dyslipidemia	Fish_Oil	921.5
Fibrillation	Angina	725.5
Cefoxitin	Ceftiaxone	1154.5
Deafness	Ataxia	582.75
Penicillin	Cefazolin	1078.75
Diabetes	Insulin	1155.25
Hemochromatosis	Anosmia	382
Ischemias	Mittelschmerz	398
Pallor	Aspirin	406.75
Earache	Crowning	367.75
Herpes	Cholestasis	475.25
Dyslipidemia	Cholestyramine	889.5
Rabies	Acne	256.25
Plague	Adenitis	816.25
Chyluria	Menouria	239
Alcohol	Antabuse	743
Codeine	Narcan	578.5
Coumadin	Aspirin	1019.75
Vancocin	Glucotrol	829.25
Coccidioses	Meningitis	791.25
Pallor	Coumadin	638.25
Aneurysm	Osteoporosis	231.25
Ischemias	Toprol-XR	823.75
Flatulence	Glucagen	727.5
Cefazolin	Keflex	1323
Osteoporosis	Thrombus	240.75
Encephalitis	Meningitis	1037.75
Hemophilia	Thromboembolism	450
Arthritis	Arthralgia	1091
Urethrorrhea	Tremor	342.5
Anovulation	Carboplatin	662.75
Albumin	Heparin	377.5
Polyuria	Insulin	766.75
Snoring	Stridor	492.75
Psoriasis	Coreg	194.75
Haemorrhoids	Infertility	191.25
Epilepsy	Phenobarbital	940.75
Epilepsy	Alcohol	566.75
Psoriasis	Spasm	221.25
Snoring	Loperamide	242
Arteriosclerosis	Cholestyramine	510.25
Myelosuppression	Snoring	358
Pneumoniae	Septicemia	959.25
Hernias	Dementia	237.75
Hematemesis	Vomiting	1012.25
Arthralgia	Pain	1206.25
Synthroid	Lidocaine	270.25
Pneumoniae	Dyspnea	833.75
Bandemia	Meningism	776.75
Glaucoma	Fibrillation	276
Seasickness	Carsickness	893.25
Arthralgia	Clubbing	317.5
Hemophilia	Glucotrol	169
Dysuria	Plavix	212.5
Underexertion	Virilism	294.5
Aneurysm	Silvadene	340.5
Colchicine	Prednisolone	851.25
Hernia	Sinemet	418
Overnutrition	Seizures	396.5
Cataracts	Pancreatitis	307.5
Ethanol	Alcohol	1265.5
Hyperthyroidism	Seizures	792.25
Esmolol	Amiodarone	1058.75
Infertility	Carboplatin	853.5
Arthralgia	Neuralgia	763.5
Anoxemia	Propofol	477.75
Dizziness	Atenolol	617.75
Pancreatitis	Insulin	749.5
Gastroenteritis	Insulin	351.75
Leukopenia	Cefaclor	343
Histoplasmosis	Prednisolone	290
Neuropathy	Constipation	477.25
Clubbing	Dyspnea	930.75
Hemiplegia	Plavix	704.5
Mycosis	Lipitor	300.5
Rheumatism	Colchicine	775.25
Dyspnea	Penicillin	384
Cirrhosis	Hematemesis	1040.25
Hemicrania	Headache	748.75
Loperamide	Dulcolax	767
Sluggishness	Fatigue	1186.5
Cardiomyopathies	Syncope	869.5
Anoxemia	Seizures	748
Seasickness	Ethanol	646
Dyslipidemia	Iron	239
Thalassemia	Tremor	231.5
Convulsion	Wellbutrin	869.25
Angina	Levophed	398.75
Myositis	Medrol	792.75
Anovulation	Mittelschmerz	558.25
Earache	Amoxil	855.25
Ischemias	Aloe_Vera	253.5
Bronchitis	Singulair	737.25
Lipitor	Lovastatin	1174.75
Pneumoniae	Weakness	633.75
Spasm	Lasix	415.75
Torticollis	Erythromycin	343
Dermatitis	Allergy.	1188
Silvadene	Ketamine	293.75
Arteriosclerosis	Ischemias	751.75
Hemochromatosis	Polyuria	309.5
Metatarsalgia	Toothache	573.25
Dehydration	Starvation	977
Colitis	Epilepsy	163
Diabetes	Polydipsia	1031.5
Ketonuria	Starvation	1225.25
Seizures	Valproic_Acid	911
Gonorrhea	Plavix	173
Banana_Bag	Vitamin_B1	893
Hypothyroidism	Weakness	904.75
Thalassemia	Hemoglobinopathy	1307
Reticulocytosis	Aspirin	670.75
Mycosis	Carboplatin	340.5
Mycoses	Meningitis	975.5
Pallor	Iron	901.75
Maculopapule	Macule	1090
Heartburn	Motrin	644
Aloe_Vera	Vicodin	187.5
Codeine	Robitussin	830.75
Acetylcysteine	Adenosine	256.25
Cromolyn	Prednisolone	856
Spasm	Opisthotonus	665.75
Diarrhea	Cefaclor	508.75
Ceftazidime	Ceftiaxone	1086.5
Pain	Morphine	996.75
Narcan	Duragesic	484.25
Vasculitis	Hemiplegia	363.5
Colchicine	Probenecid	1098.75
Cozaar	Diovan	1243.5
Cirrhosis	Anemia	727.5
Cefepime	Bacitracin	648.25
Smallpox	Vaccinia	721.5
Starvation	Mittelschmerz	145.5
Photosensitization	Dermatitis	957.75
Dexamethasone	Actonel	472
Hepatitis	Tylenol	880.25
Ischemias	Drooling	468.75
Hernias	Earache	179.75
Goiter	Scleroderma	394
Ataxia	Ethanol	840.25
zoonosis	Babesiosis	1136.75
Rhonchi	Rales	1075.5
Tiredness	Atenolol	537
Atherosclerosis	Angina	936
Hepatitis	Hematemesis	778
Narcan	Morphine	571.5
Diarrhea	Colchicine	794.5
Myositis	Myopathy	1103
Bronchitis	Loperamide	242.75
Dysuria	Cipro	615.5
Levaquin	Avelox	1120.25
Hyperacusis	Bleomycin	607.5
Chloramphenicol	Ceftiaxone	652.75
Cefaclor	Cefoxitin	1174.5
Erythromycin	Lidocaine	430
Hypothyroidism	Infertility	598
Protonix	Tums	971.75
Catatonia	Lethargy	890
Schistosomiasis	Cardura	201.75
Polydipsia	Polyuria	1135.5
Cirrhosis	Lipitor	390.5
Stridor	Snoring	646.5
Atenolol	Lasix	708.25
Prostatism	Cipro	744.5
Dehydration	Dysentery	925.75
Enalapril	Lisinopril	1280
Hyperemesis	Carboplatin	765.25
Reticulocytosis	Hematemesis	427
Uremias	Hypersomnolence	657.5
Myopathy	Trembling	555.25
Infertility	Fibrillation	346
Ketonuria	Insulin	891.5
Blastomycoses	Seizures	579.75
Candidiasis	Prostatorrhea	383.5
Heparin	Protamine_Sulfate	691
Cardiomyopathy	Rales	705.75
Mycosis	Pain	355.25
Proteinuria	Rogaine	285.25
Angina	Dyspnea	642.25
Bacteremia	Amauroses	445
Dyslipidemia	Lipitor	1029.5
Uremias	Emaciation	499.5
Osteoporosis	Cardiomyopathy	295.25
Hyperemesis	Nausea	1240.25
Parasitemia	Cardialgia	331
Neuropathy	Insulin	754.75
Seasickness	Clubbing	306.25
Iron	Iron	1395
Cardialgia	Loperamide	279.5
Rheumatism	Tylenol	923.5
Brucellosis	zoonosis	1195.75
Atenolol	Toprol-XR	1279.25
Emaciation	Cachexia	1290.25
Aphonia	Mittelschmerz	214.25
Starvation	Anorexia	1176.75
Blepharospasm	Coumadin	207.75
Ampicillin	Amoxil	1238
Angina	Diarrhea	270.75
Lasix	Mannitol	658.5
Uremias	Pyorrhea	551
Incontinence	Lasix	739.5
Thromboembolism	Heparin	969.75
Exophthalmos	Prostatism	243.5
Uremias	Aspirin	256
Sinemet	Gifulvin	240.25
Allergy.	Bacitracin	203
Hernia	Goiter	354.75
Dehydration	Syncope	897.75
Fish-mouthing	Polyuria	303.25
Arthritis	Rheumatism	1153.25
Infertility	Anovulation	1192.75
Bronchitis	Serevent	939.25
Mycosis	Histoplasmosis	1282.5
Cataracts	Diabetes	652.75
Overnutrition	Malnutrition	160.75
Convulsion	Epilepsy	1302.75
Cyanosis	Folic_Acid	365.5
Infertility	Blepharospasm	225.25
Neuropathy	Diabetes	1032
Erythromycin	Allopurinol	345.5
Heartburn	Protonix	981.5
Pallor	Weakness	1109.5
Hyperextension	Lopid	258.75
Weakness	Paresis	1158.25
Hypothyroidism	Synthroid	984.75
Grimaces	Hemiballismus	634
Exophthalmos	Synthroid	928.5
Infertility	Anovulation	1276.5
Dizziness	Vertigo	1287
Dyslipidemia	Angina	806
Giardiasis	Avitaminoses	422
Seizures	Aloe_Vera	167.75
Zoloft	Prozac	1138.75
Peritonitis	Ataxia	281.75
Actonel	Fosamax	1276.5
Arthralgia	Chyluria	201
Clubbing	Constipation	167.75
Plavix	Lipitor	895.5
Primatine	Levophed	394.5
Constipation	Diarrhea	161
Arthritis	Cirrhosis	618.5
Meningitis	Tuberculosis	871.25
Dizziness	Ethanol	893.25
Cataracts	Narcan	263.5
Agitation	Morphine	527.5
Anosmia	Aphonia	845
Drooling	Sinemet	662.75
Cirrhosis	Methotrexate	706.25
Glaucoma	Headache	841.25
Syncope	Weakness	737
Regurgitation	Heartburn	1106.5
Activase	Streptase	762.75
Zithromax	Cipro	965
Catatonia	Narcan	458
Arthralgia	Tylenol	869.25
Blepharospasm	Bedwetting	321.25
Photopsia	Headache	632
Meningitis	Headache	1221.25
Glyburide	Avandia	1128.25
Atherosclerosis	Cardialgia	997.75
Anosmia	Catch	274.5
HYPEREMESIS	Zofran	738.5
Angina	Corkscrewing	666.25
Thrombophilias	Hemoptysis	469.75
Obesity	Xenical	1007.25
Glucotrol	Motrin	330.5
Atherosclerosis	Influenzae	257.75
Scapulalgia	Halitosis	233.5
Hepatomegaly	Hepatosplenomegaly	1164.75
Anosmia	Digoxin	293
Meningitis	Vancocin	960.25
Hypersomnolence	Snoring	764
Prostatorrhea	Cipro	981.25
Flatulence	Halitosis	802.25
Flushing	Iron	511.5
Mittelschmerz	Aphonia	199.25
Hemochromatosis	Arthritis	858.25
Clubbing	Vitamin_K	360.5
Mittelschmerz	Toothache	567.75
Thirsty	Hunger	935.75
Sciatica	Motrin	854.5
Bronchitis	Pneumonia	1019.75
Candidiasis	Medrol	390.25
Snoring	Ethanol	706.25
Fibrillation	Calamine	256
Digoxin	Cardizem	1045
Xanax	Ativan	1269
Hepatitis	Cirrhosis	1173
Dyspnea	Medrol	836
Clubbing	Garlic	194
Rheumatism	Sleeplessness	384.75
Rheumatism	Prednisolone	883.25
Diabetes	Hyperglycemia	1234.75
Fibrillation	Coumadin	1106.75
Hemicrania	Nitroglycerine	298.75
Thromboembolism	Fibrillation	1026.5
Hemoptysis	Coumadin	936.75
Osteoporosis	Actonel	811.25
Ataxia	Constipation	309.25
Mycosis	Coccidioses	1137.25
Sciatica	Underexertion	375.25
Catapres	Toprol-XR	921.25
Appendicitis	Cefazolin	889.5
Ceftiaxone	Cefoxitin	1202.25
Hemicrania	Tylenol	619.5
Plavix	Coumadin	1183.5
Gastroenteritis	Dysentery	1255.75
Epilepsy	Hepatomegaly	208.25
Hypoproteinemia	Hunger	886.5
Dyspnea	Serevent	815.25
Prilosec	Glucophage	305.75
Cisplatin	Zofran	645.5
Medrol	Prednisolone	1387.5
Ischemias	Lipitor	953.25
Scapulalgia	Nitroglycerine	246.75
Mycosis	Blastomycoses	1118.5
Nausea	Zofran	974
Cholestyramine	Zetia	1184
Weakness	Zocor	889.75
Urethrorrhea	Aphonia	233.25
Carboplatin	Cisplatin	1273.5
Neuropathy	Syphilis	1034
Syphilis	Penicillin	1094.25
Isosorbide	Toprol-XR	1031.5
Nephritis	Pyorrhea	807.5
Doxycyline	Penicillin	680.75
Uremias	Motrin	393.25
Rales	Cyanosis	687.5
Hyperextension	Hunger	338
Mittelschmerz	Actonel	307.5
Cirrhosis	Hemochromatosis	956
Pancreatitis	Cataract	342
Pancreatitis	Maculopapule	348.5
Thromboembolism	Dyspnea	962.5
Hepatitis	Hepatomegaly	910.25
Hyperacusis	Aphonia	431.75
Thrombocytopenia	Heartburn	328.5
Appendicitis	Peritonitis	934.75
Metatarsalgia	Colchicine	792.25
Bandemia	Granulocytosis	683.25
Levophed	Propofol	784
Rheumatism	Polyarthritides	1124.75
Chills	Snoring	322.5
Camelpox	Echinacea	450
Overnutrition	Sandimmune	232.75
Leukopenia	Bleomycin	890
Synthroid	Armor_Thyroid	483.75
Atherosclerosis	Urethrorrhea	212.25
Fibrillation	Synthroid	881.5
Thrombophilias	Coumadin	846.75
Hemiplegia	Headache	561.5
Atherosclerosis	Toothache	224.5
Clonus	Spasm	967
Pyorrhea	Nephritis	777.5
Dyspnea	Narcan	578.25
Brucellosis	Narcan	199.75
Meningism	Hyperesthesia	536.75
Thalassemia	Iron	892.5
Nitroglycerine	Toprol-XR	785.25
Allergy.	Meningism	319.5
Hyperoxia	Xenical	343.5
Airsickness	Osteoporosis	206.5
Constipation	Cardizem	178.75
Candidiasis	Mycosis	1151.25
Zocor	Fish_Oil	923.5
comatose	Anoxemia	668
Angina	Cardialgia	863
Vasculitis	Convulsion	372.5
Syncope	Xanax	618.25
Gonorrhea	Xenical	193.75
Hyperoxia	Xenical	197.25
Schistosomiasis	Parasitemia	1187.5
Lipitor	Zocor	1330.75
Snoring	Welts	327.5
Anoxemia	Ataxia	496.75
comatose	Cataracts	265.25
Wellbutrin	Endep	309
Anosmia	Constipation	244.25
Headache	Flushing	413.25
Bandemia	Nausea	503.25
Phenobarbital	Valproic_Acid	1046.5
Bleomycin	Antabuse	337.75
Avitaminoses	Starvation	984.75
Mycosis	Medrol	388.75
Polyarthritides	Arthralgia	1126
Cardiomyopathy	Angina	861.5
Cirrhosis	Zocor	498
Hunger	Starvation	1134.5
Hypothyroidism	comatose	710.75
Influenzae	Amantadine	919
Tylenol	Motrin	1067
Hyperoxia	Anoxemia	252
Ischemias	Isosorbide	837.5
Anovulation	Torticollis	228
Tuberculosis	Hemoptysis	789.5
Fibrillation	Angina	788.5
Hypothyroidism	Tiredness	948.75
Syphilis	Dementias	960.5
Carboplatin	Zofran	940
Drooling	Chills	395
Arthritis	Underexertion	333.25
Diabetes	Polyuria	1066
Hemoptysis	Hematemesis	908.25
Proteinuria	Lisinopril	926.5
Drooling	Sinemet	800.75
Pallor	Albumin	528.75
Syphilis	Gonorrhea	1132.25
Cataracts	Scapulalgia	288.5
Epilepsy	Ativan	836.5
Adenitis	Stridor	666.25
Heartburn	Pepcid	893.5
Clubbing	Spiriva	846.75
Asthma	Urolithiasis	286
Thromboembolism	Coumadin	964.75
Fibrillation	Halitosis	348
Glomerulosclerosis	Proteinuria	858
Nocturia	Diabetes	775.25
Seizures	Calamine	190.75
Scapulalgia	Metatarsalgia	870.25
Allopurinol	Colchicine	1142.25
Hemochromatosis	Arthralgia	774.25
Amantadine	Tamiflu	1193
Meningitis	Ceftiaxone	1030
Myositis	Lipitor	853.75
Pneumonia	Cyanosis	623.25
Thromboembolism	Syncope	728.5
Cluttering	Nitroglycerine	219.5
Thrombocytopenia	Arthritis	306.5
Syncope	Atenolol	639.5
Tremor	Sinemet	840.5
Epilepsy	Anosmia	404.25
Agitation	Synthroid	637.5
Anovulation	Emaciation	574
Erythema	Dilantin	468.5
Dehydration	Candidiases	547
Rales	Hyperacusis	251.25
Cortisone	Adenosine	214.75
Headache	Tylenol	879.5
Arthritis	Metatarsalgia	769
Erythema	Tremor	316
Obesity	Snoring	860
Dyspnea	Cyanosis	1052.25
Uremias	Nausea	621.25
Prostatism	Prostatorrhea	964.75
Hemoglobinopathy	Pain	505.25
comatose	Hyperglycemia	922.25
Weakness	Emaciation	956.25
Thirsty	Hunger	819
Dyspnea	Spiriva	1075.5
Dyslipidemia	Activase	531.75
Leukopenia	Penicillin	416.25
Meningitis	Meningism	864.5
Weakness	Glucagen	368
Constipation	Calan	193
Fibrillation	Atenolol	817.25
Goiter	Vasculitis	324.75
Nocturia	Bacitracin	353.75
Hyperthyroidism	Osteoporosis	493.75
Dyslipidemia	Hyperlipidemia	809.5
Pallor	Blanching	955
Vfend	Prozac	193.25
Hemoptysis	Protamine_Sulfate	544
Mastodynia	Earache	807.5
Rales	Lasix	742
Anemia	Coumadin	623.75
Sinemet	Sinemet	1533.5
Dermatitis	Aloe_Vera	695
Coccidioses	Medrol	388.5
Tiredness	Hypersomnolence	1055.25
Polyuria	Ketonuria	993.25
Toothache	Ataxia	255.5
Mannitol	Tylenol	223
Otitis	Meningism	567
Clonus	Wellbutrin	317.5
Anemia	Plavix	539.5
Fish_Oil	Zocor	809.5
Nocturia	Ethanol	680.25
Weakness	Cortisone	682
Dyslipidemia	Constipation	318.5
Mycosis	Prostatism	271.5
Dementia	Aloe_Vera	223.5
Dysentery	Esmolol	229.5
Plague	Vivarin	278.5
Rabies	Silvadene	239
Influenza	Pneumoniae	898.5
Rabies	Head-Face-Neck-Syndrome	417.25
Plavix	Insulin	286.25
Giardiasis	Mannerism	152.75
Psoriasis	Atherosclerosis	169.5
Propranolol	Bactroban	318.75
Toothache	Hytrin	224.75
Dermatomyositis	Myopathy	1019.5
Starvation	Cisplatin	319
Anovulation	Amenorrhoea	1099.5
Agranulocytosis	Anemia	933.25
Torticollis	Spasm	1104
Tiredness	Calan	233.75
Calamine	Bleomycin	227
Hemochromatosis	Vermox	212.25
Anovulation	Sinemet	326.25
Hyperextension	Bacitracin	261.25
Albuterol	Serevent	949.5
Arthritis	Amyloidoses	724.25
Cyanosis	Primatine	456.5
Pepcid	Zantac	1247.25
Epilepsy	Ischemia	506.75
Carsickness	Nausea	1168.75
Fibrillation	Cardiomyopathies	764.5
zoonosis	Plague	997.25
Meningism	Zovirax	713.5
Abortions.spontaneous	Listeriosis	781.5
Dyspnea	Agitation	593.25
Encephalitis	Headache	1052.5
Epilepsy	Actonel	329.25
